Age32-40, State-gov, Bachelors,EduNum13, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age17-23, ?, Some-college,EduNum10, Never-married, ?, Own-child, White, Female,Hour21-35, United-States, <=50K
Age41-50, Private, 10th,EduNum6, Divorced, Adm-clerical, Own-child, Black, Male,Hour36-50, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Adm-clerical, Own-child, White, Female,Hour36-50, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Other-service, Not-in-family, White, Male,Hour21-35, United-States, <=50K
Age41-50, Self-emp-not-inc, Bachelors,EduNum13, Divorced, Exec-managerial, Not-in-family, White, Male,Hour51-70, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, <=50K
Age61-70, Private, Assoc-voc,EduNum11, Divorced, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Other-service, Not-in-family, White, Male,Hour36-50, Mexico, <=50K
Age17-23, Private, 10th,EduNum6, Married-civ-spouse, Other-service, Husband, White, Male,Hour21-35, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Divorced, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Never-married, Other-service, Unmarried, White, Female,Hour21-35, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Never-married, Machine-op-inspct, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age17-23, State-gov, Some-college,EduNum10, Never-married, Other-service, Not-in-family, Black, Male,Hour1-20, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Handlers-cleaners, Own-child, White, Male,Hour1-20, United-States, <=50K
Age32-40, Private, Assoc-voc,EduNum11, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Never-married, Craft-repair, Unmarried, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,Hour36-50, United-States, >50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Other-service, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Local-gov, Assoc-acdm,EduNum12, Never-married, Protective-serv, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Divorced, Adm-clerical, Unmarried, Black, Female,Hour36-50, United-States, <=50K
Age71-80, Local-gov, HS-grad,EduNum9, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour1-20, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Sales, Own-child, White, Female,Hour36-50, United-States, <=50K
Age51-60, Private, Assoc-voc,EduNum11, Divorced, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Protective-serv, Not-in-family, Black, Female,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Prof-specialty, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age17-23, Private, Assoc-acdm,EduNum12, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Masters,EduNum14, Never-married, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age51-60, Private, Some-college,EduNum10, Married-civ-spouse, Tech-support, Husband, White, Male,Hour36-50, United-States, >50K
Age41-50, Private, 12th,EduNum8, Divorced, Handlers-cleaners, Unmarried, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, Assoc-acdm,EduNum12, Never-married, Adm-clerical, Not-in-family, White, Female,Hour1-20, United-States, <=50K
Age32-40, Self-emp-inc, HS-grad,EduNum9, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Sales, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, 5th-6th,EduNum3, Separated, Machine-op-inspct, Not-in-family, White, Female,Hour36-50, Mexico, <=50K
Age17-23, Private, 11th,EduNum7, Never-married, Transport-moving, Own-child, White, Female,Hour1-20, United-States, <=50K
Age41-50, Local-gov, 7th-8th,EduNum4, Divorced, Other-service, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,Hour36-50, United-States, >50K
Age17-23, Private, 12th,EduNum8, Never-married, Adm-clerical, Own-child, White, Male,Hour36-50, ?, <=50K
Age41-50, Private, 5th-6th,EduNum3, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,Hour36-50, Mexico, <=50K
Age41-50, Private, 9th,EduNum5, Separated, Craft-repair, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age17-23, ?, HS-grad,EduNum9, Never-married, ?, Own-child, White, Female,Hour1-20, United-States, <=50K
Age41-50, Local-gov, Prof-school,EduNum15, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,Hour36-50, Laos, >50K
Age41-50, Self-emp-not-inc, 7th-8th,EduNum4, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, Puerto-Rico, <=50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Farming-fishing, Not-in-family, White, Male,Hour71-99, United-States, <=50K
Age32-40, Private, 7th-8th,EduNum4, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States, >50K
Age51-60, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour21-35, United-States, <=50K
Age32-40, Local-gov, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, Private, Some-college,EduNum10, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Bachelors,EduNum13, Widowed, Exec-managerial, Not-in-family, White, Female,Hour51-70, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Craft-repair, Own-child, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Never-married, Adm-clerical, Other-relative, White, Female,Hour1-20, United-States, <=50K
Age51-60, State-gov, 11th,EduNum7, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States, <=50K
Age51-60, Federal-gov, Masters,EduNum14, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, Private, Bachelors,EduNum13, Never-married, Sales, Not-in-family, White, Male,Hour51-70, United-States, >50K
Age17-23, ?, Some-college,EduNum10, Never-married, ?, Own-child, White, Female,Hour21-35, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Tech-support, Own-child, White, Male,Hour51-70, United-States, <=50K
Age32-40, State-gov, Doctorate,EduNum16, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, State-gov, Some-college,EduNum10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,Hour36-50, United-States, <=50K
Age41-50, Self-emp-not-inc, Prof-school,EduNum15, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour51-70, United-States, >50K
Age24-31, Private, HS-grad,EduNum9, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour51-70, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Divorced, Adm-clerical, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Machine-op-inspct, Other-relative, Other, Male,Hour21-35, United-States, <=50K
Age32-40, Self-emp-not-inc, Assoc-voc,EduNum11, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour51-70, United-States, <=50K
Age24-31, Private, Bachelors,EduNum13, Never-married, Exec-managerial, Own-child, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Separated, Craft-repair, Unmarried, Black, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Separated, Other-service, Own-child, Black, Female,Hour21-35, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Other-service, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age24-31, State-gov, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Craft-repair, Own-child, White, Male,Hour21-35, United-States, <=50K
Age41-50, Local-gov, 7th-8th,EduNum4, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, ?, Bachelors,EduNum13, Married-civ-spouse, ?, Husband, White, Male,Hour51-70, United-States, >50K
Age24-31, Local-gov, HS-grad,EduNum9, Divorced, Protective-serv, Own-child, White, Female,Hour21-35, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,Hour36-50, El-Salvador, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Handlers-cleaners, Own-child, White, Male,Hour21-35, United-States, <=50K
Age41-50, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age51-60, Private, 7th-8th,EduNum4, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States, <=50K
Age61-70, Private, 12th,EduNum8, Widowed, Machine-op-inspct, Unmarried, White, Female,Hour36-50, Italy, <=50K
Age17-23, Private, HS-grad,EduNum9, Married-spouse-absent, Other-service, Own-child, White, Female,Hour1-20, United-States, <=50K
Age17-23, Private, Assoc-acdm,EduNum12, Never-married, Adm-clerical, Not-in-family, White, Male,Hour1-20, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Never-married, Prof-specialty, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,Hour21-35, Philippines, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Sales, Own-child, White, Male,Hour21-35, United-States, <=50K
Age51-60, Self-emp-inc, HS-grad,EduNum9, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, Private, Assoc-voc,EduNum11, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Bachelors,EduNum13, Divorced, Adm-clerical, Unmarried, White, Male,Hour36-50, United-States, >50K
Age41-50, Self-emp-not-inc, Bachelors,EduNum13, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age51-60, Self-emp-not-inc, Assoc-acdm,EduNum12, Divorced, Exec-managerial, Unmarried, White, Female,Hour71-99, United-States, <=50K
Age41-50, Private, 10th,EduNum6, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,Hour36-50, United-States, <=50K
Age41-50, ?, 9th,EduNum5, Divorced, ?, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Federal-gov, Some-college,EduNum10, Widowed, Other-service, Unmarried, Black, Female,Hour36-50, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age17-23, Never-worked, Some-college,EduNum10, Never-married, ?, Own-child, Black, Male,Hour36-50, United-States, <=50K
Age61-70, Private, HS-grad,EduNum9, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States, <=50K
Age71-80, Private, Bachelors,EduNum13, Divorced, Sales, Not-in-family, White, Male,Hour21-35, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Sales, Own-child, White, Female,Hour1-20, United-States, <=50K
Age51-60, Self-emp-inc, Bachelors,EduNum13, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,Hour36-50, ?, >50K
Age41-50, ?, Some-college,EduNum10, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,Hour21-35, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,Hour36-50, United-States, <=50K
Age24-31, Private, 11th,EduNum7, Never-married, Machine-op-inspct, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age41-50, Private, Some-college,EduNum10, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,Hour36-50, Poland, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Handlers-cleaners, Own-child, White, Male,Hour1-20, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Sales, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Craft-repair, Own-child, White, Female,Hour36-50, United-States, <=50K
Age51-60, Private, HS-grad,EduNum9, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour51-70, United-States, >50K
Age17-23, Private, 12th,EduNum8, Never-married, Craft-repair, Own-child, White, Male,Hour36-50, United-States, <=50K
Age61-70, Private, HS-grad,EduNum9, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour1-20, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Adm-clerical, Own-child, Black, Female,Hour36-50, Puerto-Rico, <=50K
Age61-70, Private, Bachelors,EduNum13, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour1-20, United-States, <=50K
Age32-40, Local-gov, Assoc-acdm,EduNum12, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, France, >50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Exec-managerial, Own-child, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, Assoc-voc,EduNum11, Separated, Tech-support, Unmarried, White, Female,Hour1-20, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Divorced, Other-service, Unmarried, White, Female,Hour71-99, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Married-civ-spouse, Sales, Wife, White, Female,Hour36-50, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Divorced, Exec-managerial, Own-child, White, Male,Hour36-50, United-States, <=50K
Age41-50, Self-emp-not-inc, Doctorate,EduNum16, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour51-70, United-States, >50K
Age61-70, Private, Bachelors,EduNum13, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, >50K
Age51-60, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour21-35, United-States, <=50K
Age24-31, Self-emp-inc, HS-grad,EduNum9, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Exec-managerial, Wife, White, Female,Hour36-50, United-States, >50K
Age51-60, Private, 9th,EduNum5, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Some-college,EduNum10, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, Private, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Other-service, Own-child, White, Male,Hour1-20, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Machine-op-inspct, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age61-70, Self-emp-not-inc, Doctorate,EduNum16, Married-civ-spouse, Sales, Husband, White, Male,Hour21-35, United-States, >50K
Age17-23, ?, Some-college,EduNum10, Never-married, ?, Own-child, White, Female,Hour1-20, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour21-35, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Divorced, Exec-managerial, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Divorced, Exec-managerial, Own-child, White, Female,Hour36-50, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Adm-clerical, Own-child, White, Female,Hour36-50, United-States, <=50K
